,CMPD_CHEMBLID,exp,smiles
1040,CHEMBL121,2.5,CN(CCOC1:C:C:C(CC2SC(=O)NC2=O):C:C:1)C1:C:C:C:C:N:1
1041,CHEMBL193200,2.54,O=C(CC1:C:C:C(O):C:C:1)C1:C:C:C(O):C:C:1O
1042,CHEMBL1433131,2.66,ClC1:C:C:C:C(Cl):C:1C1:N:N:C2:C:C:C:C(Cl):N:1:2
1043,CHEMBL72,1.24,CNCCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21
1044,CHEMBL2179269,-0.3,CC1:C:N([C@H]2CCCN([C@H](C)C3:C:C:C(C(=O)O):C(OC4:C:C:C:C(Cl):C:4):C:3)C2):C(=O):[NH]:C:1=O
1045,CHEMBL1945033,-0.07,O=C1:[NH]:C2:C(O):C:C:C([C@@H](O)CNCCC3:C:C:C:C(CNCCC4:C:C:C:C:N:4):C:3):C:2:S:1
1046,CHEMBL147405,1.6,CC(=O)NC[C@H]1CN(C2:C:C:C(N3:C:C:C(C#N):C:3):C(F):C:2)C(=O)O1
1047,CHEMBL2325713,2.6,CS(=O)(=O)C1(C2:C:C(N3CCOCC3):N:C(C3:C:C:C:C:C:3):N:2)CC1
1048,CHEMBL2164746,0.39,COC1:C:C:C2:N:C:C(=O):N(CCN3CC[C@H](NCC4:C:C:C5:C(:N:4)NC(=O)CO5)[C@H](O)C3):C:2:C:1
1049,CHEMBL1523918,1.14,O=S(=O)(NC1:N:N:C(C2:C:C:C:C:C:2):S:1)C1:C:C:C(Cl):C:C:1
1050,CHEMBL1529080,1.3,CN1:S:C(=O):C2:C:C(S(=O)(=O)NC3CC3):C:C:C:2:1
1051,CHEMBL291666,3.1,COC1:C:C:C(C2:C:C(NC(=O)CC3:C:C:C4:C:C:C:C:C:4:C:3):[NH]:N:2):C:C:1OC
1052,CHEMBL2010849,1.8,CN(C(=O)CC1:C:C:C(N2:C:N:N:N:2):C:C:1)[C@@H]1CCN(CC2:C:C:C(C(F)(F)F):N:C:2)C[C@@H]1F
1053,CHEMBL611,0.9,COC1:C:C2:N:C(N3CCN(C(=O)C4CCCO4)CC3):N:C(N):C:2:C:C:1OC
1054,CHEMBL2086692,2.6,CC1:N:C(N2CCN(C3:N:C:C(OCC4:C:C:N:C:C:4C#N):C:N:3)[C@H](C)C2):N:O:1
1055,CHEMBL81642,2.2,COC1:C:C(C(=O)NS(=O)(=O)C2:C:C:C:C:C:2):C:C:C:1CN1:C:C:C2:C:C:C(NC(=O)OC3CCCC3):C:C:2:1
1056,CHEMBL167059,2.1,CCCC1:C(OCC2:C:C:C(C(=O)O):C:C:2):C:C:C(C(C)=O):C:1O
1057,CHEMBL1329874,2.88,ClC1:C:C:C(C2:N:N:C3:C:C:C:C(Cl):N:2:3):C(Cl):C:1
1058,CHEMBL485618,2.44,CCN1:C(C2:C:C:N:C(NC3:C:C:C(S(=O)(=O)NCCOC):C:C:3):N:2):C:N:C:1C
1059,CHEMBL98345,0.75,O=C(NO)C1:C:C:C(NS(=O)(=O)C2:C:C:C:C:C:2):C:C:1
1060,CHEMBL1088,1.6,CN1CCCCC1CCN1C2:C:C:C:C:C:2SC2:C:C:C([S+](C)[O-]):C:C:21
1061,CHEMBL168484,0.44,NC1:C:C:N:C(C2:C:C:C:N:C:2):N:1
1062,CHEMBL2178935,2.7,CC1:N:C(C):C(C2:C:C:C([C@H]3CC[C@H](CC(N)=O)CC3):C:C:2):N:C:1C(N)=O
1063,CHEMBL1184126,1.9,O=C1:[NH]:N(C(C2:C:C:C:C:N:2)C2CCCC2):C(=O):C2:C(O):C3:C:C:C(Cl):C:C:3:N:C:1:2
1064,CHEMBL526098,2.42,CC1:C:C:C:C(NS(=O)(=O)C2:C:C:C(C3:C:C:C(C#N):C:C:3):C:C:2):N:1
1065,CHEMBL601719,2.33,C[C@@H](OC1:C:C(C2:C:N:N(C3CCNCC3):C:2):C:N:C:1N)C1:C(Cl):C:C:C(F):C:1Cl
1066,CHEMBL1784340,0.9,CC1:N:O:C(C):C:1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1
1067,CHEMBL130590,4.28,CC1:C:C:C:C:C:1C(=O)NCC12CC3CC(CC(C3)C1)C2
1068,CHEMBL1946616,1.98,CN1CCN(C(=O)C2:C:C:C(C(=C3CCN(CC4:C:S:C:N:4)CC3)C3:C:C:C:C4:C:C:C:N:C:3:4):C:C:2)CC1
1069,CHEMBL588001,0.79,CC1(C)N=C(N)N=C(N)N1C1:C:C:C(OC2:C:C:C(Cl):C:C:2):C(Cl):C:1
1070,CHEMBL1459983,3.7,COC1:C:C:C(N2:C:N:C3:C:C(NS(=O)(=O)C4:C:C:C:C:C:4):C:C:C:3:2):C:C:1
1071,CHEMBL2158831,2.48,O=C(O)C1:C:C:C:C:C:1CN1CCC(CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
1072,CHEMBL2348651,3.2,CNC1:N:C(C):C(C2:N:C(NC3:C:C:C:C(N4CCCN(C(C)=O)CC4):C:3):N:C:C:2C#N):S:1
1073,CHEMBL1092926,1.86,FC1:C:C(C2:C:C:C:C3:N:C:C(C4:C:N:N(C5CCNCC5):C:4):N:C:2:3):C:C(F):C:1CN1CCOCC1
1074,CHEMBL1829254,0.01,CCC(C1:N:C2:C:C:S:C:2:C(=O):N:1CC1:C:C:C:N:C:1)N(CCCN)C(=O)C1:C:C:C(C):C:C:1
1075,CHEMBL24850,0.4,O=C(O)C1:C:C2:C:C(OCC3:C:C:C:C:C:3):C:C:C:2:[NH]:1
1076,CHEMBL2171023,1.73,O=C(O)C1:C:C:C:C:C:1C(=O)N1CCC(N2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
1077,CHEMBL2059867,2.97,CC1:N:C(C2:C:C:C(C):C(NC(=O)C3:C:C:C(OCC4:C:C:C:C:N:4):C:C:3):C:2):C:[NH]:1
1078,CHEMBL1299863,3.78,CCC1:C(C):N:C(SCC(=O)NC2:N:C(C3:C:C:C(OC):C:C:3):C:S:2):N:C:1O
1079,CHEMBL2165054,0.63,CO[C@H]1CN(CCN2:C(=O):C:C:C3:C:C:C(C#N):C:C:3:2)CC[C@H]1NCC1:C:C2:C(:C:N:1)OCCO2
1080,CHEMBL2017974,2.7,NC1:C:C(C(F)(F)F):C(C2:C:C(N3CCOCC3):N:C(N3CCOCC3):N:2):C:N:1
1081,CHEMBL2058529,3.22,O=C(O)CCC1:C:C:C(OCC2:C:C(Cl):C:C:C:2C2:C:C:C:C:C:2):C:C:1
1082,CHEMBL612012,0.8,COC1:C:C:C2:C3:C:1OC1C(O)C=CC4C(C2)N(C)CCC341
1083,CHEMBL488238,3.19,CNC(=O)C1:C:C(C2:C:C:C:C:C:2):S:C:1NC(N)=O
1084,CHEMBL421236,3.6,C[C@H](NC(=O)CC1:C:C(F):C:C(F):C:1)C(=O)NC1C(=O)N(C)C2:C:C:C:C:C:2C2:C:C:C:C:C:21
1085,CHEMBL1645135,1.47,C[C@H](NC(=O)C1:C:C:C:C2:C:1N(CC1:C:C:C(Cl):C:C:1)CC2)C1:C:C:C(C(=O)O):C:C:1
1086,CHEMBL1813048,4.4,CC(=O)NC1:C:C:C:C(NC2:N:C:N:C(N3CCC(OCC4:C:C:C(OC(F)(F)F):C:C:4)CC3):N:2):C:1C
1087,CHEMBL336923,3.12,CC(O)(C(=O)NC1:C:C:C(S(=O)(=O)C2:C:C:C(F):C:C:2):C:C:1)C(F)(F)F
1088,CHEMBL850,-0.15,C[C@H]1CN(C2:C(F):C(N):C3:C(=O):C(C(=O)O):C:N(C4CC4):C:3:C:2F)C[C@@H](C)N1
1089,CHEMBL1957266,3.82,CC1:S:C2:C(:C:1C)C(C1:C:C:C(Cl):C:C:1)=N[C@@H](CC(=O)OC(C)(C)C)C1:N:N:C(C):N:12
1090,CHEMBL372361,1.6,CSC1:C:C:C(OCC2:C:C:C:C:C:2):C(C(=O)NC2:C:C:C(C(=O)O):C:N:2):C:1
1091,CHEMBL47875,4.1,OC1:C:C:C(C2:N:C3:C:C:C:C:C:3:S:2):C:C:1
1092,CHEMBL1650737,2.85,COC1:C:C(NC2:N:C(N[C@@H](C)C3:N:C:C(F):C:N:3):N:C(N3CCOCC3):C:2Cl):N:[NH]:1
1093,CHEMBL1462105,1.87,O=C(NNC1:C:C:C:C(Cl):C:1)C1:C:C:C:N:C:1Cl
1094,CHEMBL419763,4.13,CC1:C:C:C(NC(=O)CCC2CCCCC2):C:C:1NC(=O)C1:C:C:C(O):C:C:1
1095,CHEMBL149434,2.1,CCC1:C(C(=O)C(N)=O):C2:C(OCC(N)=O):C:C:C:C:2:N:1CC1:C:C:C:C:C:1
1096,CHEMBL49236,2.31,NC1:C:C:C:C2:C:1C1:C:C:C:C:C:1C(=O)C2=O
1097,CHEMBL12952,0.23,COC1:C:C:C2:C:C(C(C)C(=O)O):C:C:C:2:C:1
1098,CHEMBL1939752,3.02,CCOC(=O)NC1:C:C:C:C([C@@H](C2:C:C:C(C(=O)N3CCC3):C:C:2)N2CCN(CC3:C:C:C:N:C:3)CC2):C:1
1099,CHEMBL21342,1.9,C1:C:C:C(C2CC3:C:C:C:C:C:3CN2):C:C:1
1100,CHEMBL1778623,0.67,CCN(CC)S(=O)(=O)C1:C:C:C(C2:C:C(C(F)(F)F):C:C:C:2OCC(=O)O):C:C:1
1101,CHEMBL1004,-0.2,CN(C)CCOC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1
1102,CHEMBL17357,0.33,NCCC1:C:C:C(O):C2:N:C(O):S:C:1:2
1103,CHEMBL39058,2.09,COC1:C:C:C(C(=O)NC2:C(Cl):C:N:C:C:2Cl):C2:C:C:C:N:C:1:2
1104,CHEMBL322019,3.2,C#CCN(C1:C:C:N:C(NC2:C:C:C(OCC(O)CN(C)C):C:C:2):N:1)C1:C:C(Cl):C:C:C:1Cl
1105,CHEMBL472,2.23,COC1:C:C:C(Cl):C:C:1C(=O)NCCC1:C:C:C(S(=O)(=O)NC(=O)NC2CCCCC2):C:C:1
1106,CHEMBL249927,3.71,O=C(CO)N1CCC[C@@H]1COC1:C:C:C:C2:N:C:N:C(NC3:C:C:C(OCC4:C:C:C:C:N:4):C(Cl):C:3):C:1:2
1107,CHEMBL1194666,1.18,CCN(CC)C(C)C(=O)C1:C:C:C:C:C:1
1108,CHEMBL443239,2.7,CCCN(CCC)C(=O)C1:C:C:C:C(C(=O)N[C@@H](CC2:C:C:C:C:C:2)[C@H](O)CNCC2:C:C:C:C(OC):C:2):C:1
1109,CHEMBL277148,2.54,OC1:C:C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2
1110,CHEMBL242818,2.0,CC1:C:C(O):C:C:C:1N1C(=O)C2:C:C:C(O):C:C:2C1=O
1111,CHEMBL419742,4.2,FC(F)(F)C1:C:C(COCC(C2:C:C:C:C(Cl):C:2)N2CCNCC2):C:C(C(F)(F)F):C:1
1112,CHEMBL187007,4.26,COC1:C:C2:N:C:N:C(NC3:C:C(NC(=O)C4:C:C:C:C(N(C)C):C:4):C:C:C:3Cl):C:2:C:C:1OC
1113,CHEMBL2147150,3.58,C[C@H]1O[C@@H](N2:C:N:C3:C(N):N:C(OCC45CC6CC(CC(C6)C4)C5):N:C:3:2)[C@H](O)[C@@H]1O
1114,CHEMBL2031466,1.56,CC1:C:C:C(C(=O)NC(C)C):C:C:1N1:C:N:C2:C:C:C(N3CCN(C)CC3):C:C:2:C:1=O
1115,CHEMBL1080151,3.27,CC1:C:N:C(NC2:N:C(N[C@@H](C)C3:N:C:C(F):C:N:3):N:C(N3CCOCC3):C:2F):S:1
1116,CHEMBL1567984,0.3,O=C(O)C1:C:C:C(C2:N:N:N(CC3:C:C:C:C:C:3F):N:2):C:C:1
1117,CHEMBL2111158,-0.97,CC(C)NCC(O)COC1:N:C:C:S:1
1118,CHEMBL1224286,1.93,CNC(=O)C1:C:C:C:C(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2:C:C:C:C:C:2):C:1
1119,CHEMBL266195,0.99,C=CCC1:C:C:C:C:C:1OCC(O)CNC(C)C
1120,CHEMBL2062582,2.71,CC(=O)NC1:C:C:C2:C(:C:1):C(C1:C:C(NC3CC3):N3:N:C:C(C#N):C:3:N:1):C:N:2CCO
1121,CHEMBL424,-1.36,O=C(O)C1:C:C:C:C:C:1O
1122,CHEMBL1079428,2.94,CN1:C:N:C(C2:C:C:C:C:C:2):C:1C1:C:C2:C(N):N:C:N:C:2:S:1
1123,CHEMBL782,0.44,CCCCNC(=O)NS(=O)(=O)C1:C:C:C(C):C:C:1
1124,CHEMBL2179275,0.91,CC1:C:N([C@H]2CCCN([C@H](CC(C)C)C3:C:C:C(C(=O)O):C(OC4:C:C:C:C(Cl):C:4):C:3)C2):C(=O):[NH]:C:1=O
1125,CHEMBL385240,3.6,COC1:C:C:C(Cl):C(NC2:N:C:N:C3:C:C(OC):C:C(OC4CCN(C)CC4):C:2:3):C:1
1126,CHEMBL1835912,3.76,CCOC(=O)C1:C:C:C(OCCC2CCN(C3:C:C:C(C):N:N:3)CC2):N:C:1
1127,CHEMBL564366,1.18,CC1:C:C:C2:N:C(CCNCCCO):C:C:C:2:C:1NC(=O)CC12CC3CC(CC(C3)C1)C2
1128,CHEMBL430381,3.11,OCC(CO)NC1:N:C(SCC2:C:C:C:C(F):C:2F):N:C2:N:C(NC3CC3):S:C:1:2
1129,CHEMBL198758,2.76,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C(C#N):C:C:2)CC1
1130,CHEMBL109614,2.32,C[C@@H](COCCCS(=O)(=O)CCNCCC1:C:C:C(O):C2:N:C(O):S:C:1:2)C1:C:C:C:C:C:1
1131,CHEMBL101473,2.0,CC1:C:N:C(NC2:C:C:C(OCC(O)CN(C)C):C:C:2):N:C:1NC1:C:C:C:C:C:1
1132,CHEMBL2153188,1.72,CCCSC1:N:C(N2CCCC(C(=O)O)C2):C:C:C:1C(=O)NC1CCCCC1
1133,CHEMBL351231,3.51,C[C@@H]1CCCN1CCC1:C:C2:C:C(C3:C:C:C(C#N):C:C:3):C:C:C:2:O:1
1134,CHEMBL517544,3.5,COC1:C:C2:N:C:C(C(N)=O):C(NC3:C:C:C:C(Cl):C:3):C:2:C:C:1OC
1135,CHEMBL1209736,3.21,O=S(=O)(NCC(C1:C:C:C:C:C:1)N1CCCCCC1)C1:C:C:C(Br):C:C:1
1136,CHEMBL1927707,2.71,O=C(CCC1:C:C:C:C:C:1O)NC1:C:C:C:C:C:1
1137,CHEMBL254129,2.63,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C
1138,CHEMBL315985,0.79,NC(=O)N1C2:C:C:C:C:C:2C[C@H](O)C2:C:C:C:C:C:21
1139,CHEMBL1529362,1.8,NC1:N:N:C(C2:C:C:C:C:C:2):S:1
1140,CHEMBL1289682,4.23,FC1:C:C:C(C2CCN(C(=S)COCC3:C:C:N:C:C:3)CC2):C(Cl):C:1
1141,CHEMBL1539,-0.73,COC1:N:C:N:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):C:1OC
1142,CHEMBL180368,3.25,C[C@H]1CCCN1CCC1:C:C2:C:C(C3:C:C:C(C#N):C:C:3):C:C:C:2:O:1
1143,CHEMBL1650723,2.53,COC1:C:C(NC2:N:C(N[C@@H](C)C3:N:C:C(F):C:N:3):N:C:C:2Cl):N:[NH]:1
1144,CHEMBL226905,0.9,CC(C1:C:C:S:C:1)N1:[NH]:C(=O):C2:[NH]:C3:C:C(Cl):C:C:C:3:C(=O):C:2:C:1=O
1145,CHEMBL1323247,2.28,CCN1CCN(C(=O)C2:C:C3:C:C(F):C:C:C:3:[NH]:2)CC1
1146,CHEMBL2349335,4.2,CC(C)C[C@H](CO)NC1:N:C(SCC2:C:C:C:C:C:2):N:C2:N:C(N):S:C:1:2
1147,CHEMBL1626,3.48,CN1CCC[C@@H]1CCO[C@](C)(C1:C:C:C:C:C:1)C1:C:C:C(Cl):C:C:1
1148,CHEMBL195329,1.9,O=C(N[C@H]1CN2CCC1CC2)C1:C:C:C(C2:C:C:C:C:C:2):S:1
1149,CHEMBL1384203,3.53,CC(NCC(O)C1:C:C:C([N+](=O)[O-]):C:C:1)C12CC3CC(CC(C3)C1)C2
1150,CHEMBL2179289,3.38,CC1:C:C:C(OC2:C:C:C:C(CN3CCCC(N4:C:C(C):C(=O):[NH]:C:4=O)C3):C:2):C:C:1
1151,CHEMBL1800657,2.23,CCCN(CCNCCC1:C:C:C(O):C2:[NH]:C(=O):S:C:1:2)C(=O)CCOCCC1:C:C:C:C:C:1
1152,CHEMBL259081,3.01,O=C1:N:C(NCC2:C:C:C:C:C:2):S:N:1CC1:C:C:C:C:C:1
1153,CHEMBL2207226,3.37,COC1:C:C(OC):C(S(=O)(=O)N2C3:C:C:C:C:C:3OC3:C:C:C:C:C:32):C:C:1NC(=O)CC1:C:C:N:C(F):C:1
1154,CHEMBL1230165,1.29,O=C(O)C1:C:C:C2:C(:C:1):N:C(NC1:C:C:C:C(Cl):C:1):C1:C:C:N:C:C:1:2
1155,CHEMBL902,-0.6,N=C(N)NC1:N:C(CSCCC(=N)NS(N)(=O)=O):C:S:1
1156,CHEMBL1939738,3.38,CN(CCO)C(=O)C1:C:C:C([C@H](C2:C:C:C:C(NC(=O)C3CC3):C:2)N2CCN(CC3:C:C:C(F):C:C:3)CC2):C:C:1
1157,CHEMBL1951918,1.9,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CC[C@@H](C2:C:C:C:C(C(F)(F)F):C:2)C2CCN(S(C)(=O)=O)CC2)CC1
1158,CHEMBL365614,1.9,CC1:C:C:C(NC(=O)C2:C:C:N:C(N3CCOCC3):C:2):C:C:1NC1:C:C:N:C(OCC2CCCN(C)C2):N:1
1159,CHEMBL2207656,3.15,O=C(NC[C@@H](O)CN1CCC(OC2:C:C:C(Cl):C(Cl):C:2)CC1)C1:C:[NH]:C(=O):C2:C(F):C:C:C:C:1:2
1160,CHEMBL70824,2.16,CN(C)CCCN(C)S(=O)(=O)C1:C:C:C(NC2:N:C:C:C(C3:C:N:C4:C:C:C:C:N:3:4):N:2):C:C:1
1161,CHEMBL1457701,1.97,O=C1:C:C(O):O:C2:C:1:C(=O):N(CC1:C:C:C:C:C:1):C1:C:C:C:C:C:2:1
1162,CHEMBL140453,2.78,CC(O)(C(=O)NC1:C:C:C(S(=O)(=O)C2:C:C:C(O):C:C:2):C:C:1)C(F)(F)F
1163,CHEMBL2153180,2.48,CCCSC1:N:C:C:C:C:1C(=O)N(C)[C@@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2
1164,CHEMBL2087846,2.55,CN1:C:N:C:C:1C1:C2:C(=O):N(CC#CCO):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:C:N:C2:C:C:C(Cl):C:C:1:2
1165,CHEMBL2153174,3.9,O=S(=O)(CC1:C(F):C:C:C:C:1F)N1CCN(C2:N:C:C:C:C:2C(F)(F)F)CC1
1166,CHEMBL520902,0.68,CS(=O)(=O)C1:C:C:C(C2:C:C(C(=O)N[C@H]3CCCNC3):C(NC(N)=O):S:2):C:C:1
1167,CHEMBL1213071,1.63,CC1:O:N:C(C(N)=O):C:1C(=O)NC1:N:C:C:S:1
1168,CHEMBL41,1.92,CNCCC(OC1:C:C:C(C(F)(F)F):C:C:1)C1:C:C:C:C:C:1
1169,CHEMBL1079588,2.97,CCN1:C:N:C(C2:C:C:C:C:C:2):C:1C1:N:C2:C(N):N:C:N:C:2:S:1
1170,CHEMBL167151,1.3,CCCC1:C(OCCCCSCC(=O)O):C:C:C(C(C)=O):C:1O
1171,CHEMBL1084546,2.63,CN(C1:N:C:C:C:C:1CNC1:N:C(NC2:C:C:C3:C(:C:2)CC(=O)N3):N:C:C:1C(F)(F)F)S(C)(=O)=O
1172,CHEMBL370492,3.0,CCC1:N:C2:C:C(O):C:C:C:2:C(OC2:C:C:C(/C=C/C(=O)O):C:C:2):C:1C1:C:C:C:C:C:1
1173,CHEMBL1770298,4.05,CC1:C:C:C(C(NC(=O)C2:C:C:C:C:C:2O)C(=O)NC2:C(C):C:C:C:C:2C):S:1
1174,CHEMBL1089517,1.86,COCCOC1:N:C(N):C2:[NH]:C(=O):N(CC3:C:C:C:C(CC(=O)OC):C:3):C:2:N:1
1175,CHEMBL10,3.34,C[S+]([O-])C1:C:C:C(C2:N:C(C3:C:C:C(F):C:C:3):C(C3:C:C:N:C:C:3):[NH]:2):C:C:1
1176,CHEMBL1934271,1.88,CCC(CC)N1:N:C(C):C(C(=O)N[C@@H](C)C(C)(C)C):C:1NS(=O)(=O)C1:C:C:C(C):C:C:1
1177,CHEMBL1630123,2.6,CN1CCN(CC(=O)NC2:C:C:C(C3:C:C:C:N4:C(=O):C:C(N5CCOCC5):N:C:3:4):C3:S:C4:C:C:C:C:C:4:C:2:3)CC1
1178,CHEMBL447183,0.79,N#CC1:C:C:C(C(=O)N2CCC3(CC2)N=C(N)C2:C(F):C:C:C(F):C:2N3):C:N:1
1179,CHEMBL441093,2.88,CC(=O)NC[C@H]1CN(C2:C:C:C(N3CC4:C:C:C:N:C:4C3):C(F):C:2)C(=O)O1
1180,CHEMBL1682972,2.2,CC[C@H](NC(=O)C1:C([S+](C)[O-]):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:N:C:1
1181,CHEMBL1614705,1.79,O=C(CO)N1CCC(C2:[NH]:N:C(C3:C:C:C(Cl):C:C:3F):C:2C2:C:C:N:C:N:2)CC1
1182,CHEMBL2151322,2.79,CC(C)OC1:C:C(N2:C:N:C3:C:C:C(N[C@@H](CO)C4:C:C:C(F):C:N:4):N:C:3:2):N:[NH]:1
1183,CHEMBL2011942,2.48,NC(=O)C1:C:N:C2:[NH]:C(C3:C:C:C(OCCN4CCCCC4):C:C:3):N:C:2:C:1NCCCNC(=O)C1CCC1
1184,CHEMBL252083,3.0,CNC(=O)OC[C@@H](C)N(C1:C:C(Cl):C:C:C:1CO)S(=O)(=O)C1:C:C:C(Cl):C:C:1
1185,CHEMBL453629,1.96,CC1:N:C:C(C2:C:C:N:C(NC3:C:C:C(C(=O)NCCN(C)C):C(F):C:3):N:2):N:1C(C)C
1186,CHEMBL1575541,2.15,CC1(C(=O)NC2CCCCC2)CCC(=O)N1CC1:C:C:C:S:1
1187,CHEMBL1809067,3.3,COC1:C:C(N2CCN(C(N)=O)CC2):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
1188,CHEMBL1223955,1.1,NC(=O)C1:C:C:C:C([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2:C:C:C:C:C:2):C:1
1189,CHEMBL551813,1.46,CN(C)C1:N:C(CC2:C:C:C(NC(=O)C3:C:C:C(C(F)(F)F):C:C:3):C:C:2):N:C(N(C)C):C:1CC(=O)O
1190,CHEMBL1916261,0.46,CCC(CC)NC(=O)C1:N:N:N(C2:C:C:C:C:C:2):C:1NS(=O)(=O)C1:C:C:C(C):C:C:1
1191,CHEMBL577458,1.24,NC1:N:C(SCC2:C:C:C:C:C:2):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1192,CHEMBL368473,0.7,CN1:C(=O):C2:N:C(C3:C:C:C:N:C:3):[NH]:C:2:N(C):C:1=O
1193,CHEMBL2010846,3.1,CO[C@@H]1CN(CC2:C:C:C(C(F)(F)F):C:C:2)CC[C@@H]1N(C)C(=O)CC1:C:C:C(N2:C:N:N:N:2):C:C:1
1194,CHEMBL154,0.13,COC1:C:C:C2:C:C([C@H](C)C(=O)O):C:C:C:2:C:1
1195,CHEMBL288470,0.78,CC1:C(N(C)C):C(=O):N(C2:C:C:C:C:C:2):N:1C
1196,CHEMBL281066,2.7,CCC(CC)CNC(=O)C1:C:C:C2:C(:C:1):C(CC1:C:C:C(C(=O)NS(=O)(=O)C3:C:C:C:C:C:3C):C:C:1OC):C:N:2C
1197,CHEMBL2178385,0.22,NC(=O)C1:C:N:C:C(C2:C:C:C([C@H]3CC[C@H](CC(=O)O)CC3):C:C:2):C:1
1198,CHEMBL563,0.85,CC(C(=O)O)C1:C:C:C(C2:C:C:C:C:C:2):C(F):C:1
1199,CHEMBL1809196,3.7,COC1:C:C(N2CCN(C(C)=O)CC2):C:C:C:1NC1:N:C:C(C(F)(F)F):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
1200,CHEMBL2035025,1.3,NC1(C2:C:C:C(C3:N:C:C4:N:C:C:N:4:C:3C3:C:C:C:C:C:3):C:C:2)CCC1
1201,CHEMBL1778373,1.36,COC[C@H](C)OC1:C:C(OC2:C:C(F):C:C(F):C:2):C:C(C(=O)NC2:C:C:C(C(=O)O):C:N:2):C:1
1202,CHEMBL2179279,1.37,CCC(C)(C)C[C@H](C1:C:C:C(C(=O)O):C(OC2:C:C:C:C(Cl):C:2):C:1)N1CCC[C@H](N2:C:C(C):C(=O):[NH]:C:2=O)C1
1203,CHEMBL139088,3.2,FC1:C:C:C:C(C(COCC2:C:C(C(F)(F)F):C:C(C(F)(F)F):C:2)N2CCNCC2):C:1
1204,CHEMBL1779013,3.2,COC1:C:C(F):C:C:C:1C1:C:N:C:C(CNC(=O)C2:C:C:C:C:N:2):C:1
1205,CHEMBL1299619,3.26,CSCC1:C:C(N2CCOCC2):N:C(C2:C:C:C:C:C:2):N:1
1206,CHEMBL2062575,1.62,CC(=O)NC1:C:C:C2:C:C:N(C3:C:C(NCCCN(C)C):N4:N:C:C(C#N):C:4:N:3):C:2:C:1
1207,CHEMBL2062574,2.24,CC(=O)NC1:C:C:C2:C:C:N(C3:C:C(NCCN4CCCC4):N4:N:C:C(C#N):C:4:N:3):C:2:C:1
1208,CHEMBL2163582,3.59,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCC3:[NH]:C4:C(Cl):C:C:C:C:4:C:3C2)CC1
1209,CHEMBL8145,2.46,O=C1:C(C2:C:C:C(O):C:C:2):C:O:C2:C:C(O):C:C:C:1:2
1210,CHEMBL65119,3.8,NC1:C:C:C2:[NH]:C(CC3:C:C:C(OC4:C:C:C:C:C:4):C:C:3):N:C:2:C:1
1211,CHEMBL1090089,1.5,CN1:C(=O):C(OC2:C:C:C(F):C:C:2F):C:C2:C:N:C(NC(CCO)CCO):N:C:2:1
1212,CHEMBL111660,1.1,CCC1:C:C:C(NC(=O)C2:C:C:C3:C:C(C(=N)N):C:C:C:3:C:2):C:C:1
1213,CHEMBL2180015,3.6,CC#CC1:C:C:N:C(C2:C:C(C3(C4CC4)N=C(C)C(N)=N3):C:C:C:2O):C:1
1214,CHEMBL540930,3.12,O=C(CC1CCN(CC2:C:C:N(C3:C:C:C(C(F)(F)F):C:C:3):C:2)CC1)NC(C1:C:C:C(F):C:C:1)C1:C:[NH]:C(=O):C(Cl):C:1
1215,CHEMBL66520,1.84,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C:C(NC=O):C:1=O)C(=O)C(F)(F)F
1216,CHEMBL1809195,2.9,COC1:C:C(N2CCN(C(C)=O)CC2):C:C:C:1NC1:N:C:C(C):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
1217,CHEMBL1574146,3.18,NC1:C:C:C:C2:C:1C(=O)N(CC1:C:C:C:C(Cl):C:1)C2=O
1218,CHEMBL2079220,1.04,NC(=O)NC1:C:C(C2:C:C:C:C:C:2):S:C:1C(=O)N[C@H]1CCCNC1
