,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles
1001,"N,N-Dimethylaniline",-2.542,1,121.18299999999996,0,1,1,3.24,-1.92,CN(C)C1:C:C:C:C:C:1
1002,Decalin,-3.715,2,138.254,0,2,0,0.0,-5.19,C1CCC2CCCCC2C1
1003,Butanethiol ,-1.676,1,90.191,1,0,2,0.0,-2.18,CCCCS
1004,Benzo(e)pyrene,-6.0070000000000014,2,252.316,0,5,0,0.0,-7.8,C1:C:C:C2:C(:C:1):C1:C:C:C:C3:C:C:C4:C:C:C:C:2:C:4:C:3:1
1005,Tetrachloroethylene,-3.063,1,165.834,0,0,0,0.0,-2.54,ClC(Cl)=C(Cl)Cl
1006,3-Pentanone,-0.912,1,86.134,0,0,2,17.07,-0.28,CCC(=O)CC
1007,Acrylonitrile,-0.354,1,53.06399999999999,0,0,0,23.79,0.15,C=CC#N
1008,Flumethasone,-3.539,1,410.45700000000016,3,4,2,94.83,-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
1009,2-Hexanone,-1.2,1,100.161,0,0,3,17.07,-0.8,CCCCC(C)=O
1010,Terbumeton,-3.505,1,225.296,2,1,4,71.96000000000002,-3.239,CCNC1:N:C(NC(C)(C)C):N:C(OC):N:1
1011,3-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.16,CCCCC(C)CC
1012,"1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0.0,-1.68,BrCCBr
1013,Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863,CNC(=O)OC1:C:C:C:C:C:1C(C)C
1014,Niridazole,-1.948,1,214.206,1,2,2,88.37,-3.22,O=C1NCCN1C1:N:C:C([N+](=O)[O-]):S:1
1015,Benzo(a)fluorene,-5.189,2,216.283,0,4,0,0.0,-6.68,C1:C:C:C2:C(:C:1)CC1:C2:C:C:C2:C:C:C:C:C:1:2
1016,2-Chloroanisole,-2.912,1,142.58499999999995,0,1,1,9.23,-2.46,COC1:C:C:C:C:C:1Cl
1017,Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09,COP(=S)(OC)OC1:C:C(Cl):C(Br):C:C:1Cl
1018,Quinonamid,-3.988,1,332.57000000000005,1,2,3,63.24,-5.03,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)C2:C:C:C:C:C:2C1=O
1019,"P,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2,ClC1:C:C:C(C(C2:C:C:C(Cl):C:C:2)C(Cl)Cl):C:C:1
1020,Methyl acrylate,-0.878,1,86.09,0,0,1,26.3,-0.22,C=CC(=O)OC
1021,Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89,CN(C)C(=O)NC1:C:C:C(OC2:C:C:C(Cl):C:C:2):C:C:1
1022,Azobenzene,-4.034,2,182.226,0,2,2,24.72,-4.45,C1:C:C:C(N=NC2:C:C:C:C:C:2):C:C:1
1023,4-Isopropyltoluene,-3.617,1,134.22199999999998,0,1,1,0.0,-3.77,CC1:C:C:C(C(C)C):C:C:1
1024,"2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,OC1:C(Cl):C:C:C:C:1Cl
1025,Sucrose,0.31,1,342.29699999999997,8,2,5,189.53,0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
1026,d-inositol,-0.887,1,180.15599999999998,6,1,0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O
1027,Dyphylline,-0.847,1,254.24599999999995,2,2,3,102.28,-0.17,CN1:C(=O):C2:C(:N:C:N:2CC(O)CO):N(C):C:1=O
1028,Chloramphenicol,-2.613,1,323.13200000000006,3,1,6,112.70000000000002,-2.111,O=C(NC(CO)C(O)C1:C:C:C([N+](=O)[O-]):C:C:1)C(Cl)Cl
1029,3-Ethyl-3-pentanol,-1.663,1,116.204,1,0,3,20.23,-0.85,CCC(O)(CC)CC
1030,Epitostanol,-4.545,1,306.5150000000001,1,5,0,20.23,-5.41,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O
1031,"1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0.0,-3.5,BrC1:C:C:C:C:C:1Br
1032,"2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,OC1:C(Cl):C:C(Cl):C:C:1Cl
1033,oryzalin,-3.784,1,346.3650000000002,1,1,8,149.67999999999995,-5.16,CCCN(CCC)C1:C([N+](=O)[O-]):C:C(S(N)(=O)=O):C:C:1[N+](=O)[O-]
1034,RTI 20,-3.663,1,255.292,0,3,2,20.31,-4.799,O=C1C2:C:C:C:C:C:2CC2:C:C:C:C:C:2N1CCF
1035,"2,4-Dimethyl-3-pentanone",-1.7519999999999998,1,114.18799999999996,0,0,2,17.07,-1.3,CC(C)C(=O)C(C)C
1036,5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.465,1,238.287,2,1,3,75.27000000000002,-2.593,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
1037,gentisin,-1.2919999999999998,1,262.26099999999997,2,3,1,75.99000000000002,-2.943,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1
1038,Caffeine,-1.4980000000000002,1,194.194,0,2,0,61.82,-0.8759999999999999,CN1:C(=O):C2:C(:N:C:N:2C):N(C):C:1=O
1039,Spironolactone,-3.842,1,416.58300000000025,0,5,1,60.44,-4.173,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
1040,"3,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.38,CC1:C:C:C(O):C:C:1C
1041,Diphenyl ether ,-4.254,2,170.21099999999998,0,2,2,9.23,-3.96,C1:C:C:C(OC2:C:C:C:C:C:2):C:C:1
1042,"2,2',4,4',5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-8.56,ClC1:C:C(Cl):C(C2:C:C(Cl):C(Cl):C:C:2Cl):C:C:1Cl
1043,nicotinamide,-0.964,1,122.12699999999997,1,1,1,55.98,0.61,NC(=O)C1:C:C:C:N:C:1
1044,Thiophenol ,-2.758,1,110.18099999999995,1,1,0,0.0,-2.12,SC1:C:C:C:C:C:1
1045,XMC,-2.688,1,179.21900000000002,1,1,1,38.33,-2.5810000000000004,CNC(=O)OC1:C:C(C):C:C(C):C:1
1046,Chlordane,-6.039,1,409.78199999999987,0,3,0,0.0,-6.86,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
1047,Dimethyldisulfide,-1.524,1,94.204,0,0,1,0.0,-1.44,CSSC
1048,Benzamide,-1.501,1,121.13899999999997,1,1,1,43.09,-0.96,NC(=O)C1:C:C:C:C:C:1
1049,o-Chlorobromobenzene,-3.84,1,191.455,0,1,0,0.0,-3.19,ClC1:C:C:C:C:C:1Br
1050,Monotropitoside,-1.493,1,446.405,6,3,6,184.6,-0.742,COC(=O)C1:C:C:C:C:C:1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
1051,3-Heptanol ,-1.6780000000000002,1,116.20399999999998,1,0,4,20.23,-1.47,CCCCC(O)CC
1052,RTI 15,-3.891,1,268.32,1,3,1,58.12000000000001,-4.5539999999999985,CCN1C2:N:C:C:C:C:2C(=O)NC2:C(C):C:C(C):N:C:21
1053,"3,5-Dichlorophenol",-3.428,1,163.003,1,1,0,20.23,-1.34,OC1:C:C(Cl):C:C(Cl):C:1
1054,1-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.85,CC1:C:C:C:C2:C:1:C:C:C1:C:C:C:C:C:1:2
1055,2-Ethyl-1-hexanol,-2.089,1,130.231,1,0,5,20.23,-2.11,CCCCC(CC)CO
1056,Diallate,-3.827,1,270.225,0,0,4,20.31,-4.2860000000000005,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
1057,Toluene ,-2.713,1,92.141,0,1,0,0.0,-2.21,CC1:C:C:C:C:C:1
1058,Nitrapyrin,-3.833,1,230.90900000000002,0,1,0,12.89,-3.76,ClC1:C:C:C:C(C(Cl)(Cl)Cl):N:1
1059,Cycloheptene,-2.599,2,96.17299999999999,0,1,0,0.0,-3.18,C1=CCCCCC1
1060,Thiram,-2.444,1,240.444,0,0,0,6.48,-3.9,CN(C)C(=S)SSC(=S)N(C)C
1061,Griseofulvin,-3.3280000000000003,1,352.77000000000015,0,3,3,71.06,-3.2460000000000004,COC1=CC(=O)CC(C)C12OC1:C(Cl):C(OC):C:C(OC):C:1C2=O
1062,1-Decanol,-2.814,1,158.285,1,0,8,20.23,-3.63,CCCCCCCCCCO
1063,"3,3-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.23,CCC(C)(C)CC
1064,vamidothion,-1.446,1,287.343,1,0,8,64.63000000000001,1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC
1065,"2,3,4,5-Tetrachlorophenol",-4.335,1,231.893,1,1,0,20.23,-3.15,OC1:C:C(Cl):C(Cl):C(Cl):C:1Cl
1066,Butyraldehyde,-0.7490000000000001,1,72.107,0,0,2,17.07,-0.01,CCCC=O
1067,dexamethasone acetate,-3.933,1,434.5040000000003,2,4,3,100.9,-4.9,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1068,Butane,-1.907,1,58.124,0,0,1,0.0,-2.57,CCCC
1069,o-Methoxyphenol,-1.941,1,124.13899999999997,1,1,1,29.46,-1.96,COC1:C:C:C:C:C:1O
1070,Fluoromethalone,-3.507,1,376.4680000000001,2,4,1,74.6,-4.099,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1071,Pentachloroethane,-3.382,1,202.295,0,0,0,0.0,-2.6,ClC(Cl)C(Cl)(Cl)Cl
1072,Diethyl phthalate ,-3.016,1,222.23999999999995,0,1,4,52.60000000000001,-2.35,CCOC(=O)C1:C:C:C:C:C:1C(=O)OCC
1073,2-Methylpropan-1-ol,-0.672,1,74.12299999999998,1,0,1,20.23,0.1,CC(C)CO
1074,Isobutylbenzene,-3.57,1,134.22199999999998,0,1,2,0.0,-4.12,CC(C)CC1:C:C:C:C:C:1
1075,Diiodomethane,-2.958,1,267.835,0,0,0,0.0,-2.34,ICI
1076,4-Heptanol,-1.6780000000000002,1,116.204,1,0,4,20.23,-1.4,CCCC(O)CCC
1077,Pentyl acetate,-1.833,1,130.18699999999998,0,0,4,26.3,-1.89,CCCCCOC(C)=O
1078,"2,3,5,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.37,OC1:C(Cl):C(Cl):C:C(Cl):C:1Cl
1079,Propylbenzene ,-3.281,1,120.19499999999996,0,1,2,0.0,-3.37,CCCC1:C:C:C:C:C:1
1080,"1,2-Dichlorotetrafluoroethane",-2.697,1,170.92000000000004,0,0,1,0.0,-2.74,FC(F)(Cl)C(F)(F)Cl
1081,2-butenal,-0.604,1,70.09100000000001,0,0,1,17.07,0.32,CC=CC=O
1082,tetramethylurea,-0.495,1,116.164,0,0,0,23.550000000000004,0.94,CN(C)C(=O)N(C)C
1083,"1,2,4,5-Tetramethylbenzene",-3.664,1,134.22199999999998,0,1,0,0.0,-4.59,CC1:C:C(C):C(C):C:C:1C
1084,norethindrone acetate,-4.2410000000000005,1,340.46300000000014,0,4,1,43.37000000000001,-4.8,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
1085,Ditalimfos,-3.992,1,299.28800000000007,0,2,5,55.84,-3.35,CCOP(=S)(OCC)N1C(=O)C2:C:C:C:C:C:2C1=O
1086,salicylanilide,-3.782,1,213.236,2,2,2,49.33,-3.59,O=C(NC1:C:C:C:C:C:1)C1:C:C:C:C:C:1O
1087,Sulfallate,-3.254,1,223.794,0,0,4,3.24,-3.39,C=C(Cl)CSC(=S)N(CC)CC
1088,Chloroethane,-1.165,1,64.515,0,0,0,0.0,-1.06,CCCl
1089,Mefluidide,-3.165,1,310.297,2,1,3,75.27000000000002,-3.24,CC(=O)NC1:C:C(NS(=O)(=O)C(F)(F)F):C(C):C:C:1C
1090,Piperine,-3.659,1,285.343,0,3,3,38.77,-3.46,O=C(C=CC=CC1:C:C:C2:C(:C:1)OCO2)N1CCCCC1
1091,cis-2-Pentene,-2.076,1,70.135,0,0,1,0.0,-2.54,C/C=C\CC
1092,thiofanox,-2.7,1,218.322,1,0,3,50.69,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C
1093,Cyclooctyl-5-spirobarbituric acid,-2.2840000000000003,1,224.26,2,2,0,75.27,-2.982,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
1094,butacarb,-4.642,1,263.381,1,1,1,38.33,-4.24,CNC(=O)OC1:C:C(C(C)(C)C):C:C(C(C)(C)C):C:1
1095,Eriodictyol,-3.152,1,288.255,4,3,1,107.22,-3.62,O=C1CC(C2:C:C:C(O):C(O):C:2)OC2:C:C(O):C:C(O):C:21
1096,Benzophenone,-3.612,1,182.222,0,2,2,17.07,-3.12,O=C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
1097,Eicosane,-7.576,1,282.55599999999987,0,0,17,0.0,-8.172,CCCCCCCCCCCCCCCCCCCC
1098,hydrazobenzene,-3.492,2,184.24200000000002,2,2,3,24.06,-2.92,C1:C:C:C(NNC2:C:C:C:C:C:2):C:C:1
1099,2-Ethyl-1-butanol,-1.381,1,102.177,1,0,3,20.23,-1.17,CCC(CC)CO
1100,4-hydroxypyridine,-1.655,1,95.10099999999998,1,1,0,33.120000000000005,1.02,OC1:C:C:N:C:C:1
1101,"cis 1,2-Dichloroethylene",-1.561,1,96.94400000000002,0,0,0,0.0,-1.3,Cl/C=C\Cl
1102,Methylcyclopentane,-2.452,1,84.162,0,1,0,0.0,-3.3,CC1CCCC1
1103,4-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.8,CC(C)CC(C)O
1104,RTI 11,-3.125,1,254.289,1,3,0,55.56,-3.928,CC1:C:C:C2:C(:C:1)C(=O)N(C)C1:C:C(N):C:C:C:1O2
1105,"2,2-Dimethylpropanol",-1.011,1,88.14999999999998,1,0,0,20.23,-0.4,CC(C)(C)CO
1106,Triadimefon,-4.132,1,293.754,0,2,4,57.01000000000001,-3.61,CC(C)(C)C(=O)C(OC1:C:C:C(Cl):C:C:1)N1:C:N:C:N:1
1107,Isocarboxazid,-2.251,1,231.255,2,2,4,67.16,-2.461,CC1:C:C(C(=O)NNCC2:C:C:C:C:C:2):N:O:1
1108,Propylene,-1.235,1,42.081,0,0,0,0.0,-1.08,C=CC
1109,Dichlorophen,-4.924,1,269.127,2,2,2,40.46,-3.953,OC1:C:C:C(Cl):C:C:1CC1:C:C(Cl):C:C:C:1O
1110,Desmedipham,-4.182,1,300.314,2,2,4,76.66,-4.632,CCOC(=O)NC1:C:C:C:C(OC(=O)NC2:C:C:C:C:C:2):C:1
1111,Anthraquinone,-3.34,1,208.216,0,3,0,34.14,-5.19,O=C1C2:C:C:C:C:C:2C(=O)C2:C:C:C:C:C:21
1112,2-Octanol,-2.033,1,130.231,1,0,5,20.23,-2.09,CCCCCCC(C)O
1113,Oxycarboxin,-2.169,1,267.306,1,2,2,72.47,-2.281,CC1=C(C(=O)NC2:C:C:C:C:C:2)S(=O)(=O)CCO1
1114,Butylbenzene,-3.585,1,134.22199999999998,0,1,3,0.0,-4.06,CCCCC1:C:C:C:C:C:1
1115,parabanic acid,1.091,1,114.06,2,1,0,75.27,-0.4,O=C1NC(=O)C(=O)N1
1116,Abate,-6.678,1,466.47900000000016,0,2,10,55.38000000000001,-6.237,COP(=S)(OC)OC1:C:C:C(SC2:C:C:C(OP(=S)(OC)OC):C:C:2):C:C:1
1117,Chlorthalidone,-2.564,1,338.7720000000001,3,3,2,109.49,-3.451,NS(=O)(=O)C1:C:C(C2(O)NC(=O)C3:C:C:C:C:C:32):C:C:C:1Cl
1118,Isobutyl acetate,-1.463,1,116.15999999999998,0,0,2,26.3,-1.21,CC(=O)OCC(C)C
1119,"2,2,3-Trimethylbutane",-2.922,1,100.20499999999998,0,0,0,0.0,-4.36,CC(C)C(C)(C)C
1120,"2,3,3',4,4'6-PCB",-7.746,1,395.32700000000017,0,2,1,0.0,-7.66,ClC1:C:C:C(C2:C(Cl):C:C(Cl):C(Cl):C:2Cl):C(Cl):C:1Cl
1121,Phthalonitrile,-1.717,1,128.13399999999996,0,1,0,47.58,-2.38,N#CC1:C:C:C:C:C:1C#N
1122,m-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.44,CC1:C:C:C:C([N+](=O)[O-]):C:1
1123,halothane,-2.608,1,197.38099999999997,0,0,0,0.0,-1.71,FC(F)(F)C(Cl)Br
1124,Oxamyl,-0.908,1,219.266,1,0,1,70.99999999999999,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
1125,Thiometon,-3.323,1,246.359,0,0,7,18.46,-3.091,CCSCCSP(=S)(OC)OC
1126,2-Methylbutane,-2.245,1,72.15100000000001,0,0,1,0.0,-3.18,CCC(C)C
1127,Stirofos,-4.32,1,365.96400000000006,0,1,5,44.76000000000001,-4.522,COP(=O)(OC)OC(=CCl)C1:C:C(Cl):C(Cl):C:C:1Cl
